"yday","subsectionname","trailname","trailnumber","timeframe","wday","max.count","subsectionF"
29,"Middle Cottonwood","Middle Cottonwood",586,2021-01-29,"Fri",NA,"Middle Cottonwood"
31,"Truman Gulch","Truman Gulch",535,2021-01-31,"Sun",NA,"Truman Gulch"
32,"Middle Cottonwood to Bostwick","Bridger Foothills",534,2021-02-01,"Mon",NA,"Middle Cottonwood to Bostwick"
33,"North Cottonwood Access","North Cottonwood Access",546,2021-02-02,"Tue",NA,"North Cottonwood Access"
34,"New World Gulch","New World Gulch",50,2021-02-03,"Wed",NA,"New World Gulch"
35,"North Cottonwood to Johnson Canyon","North Cottonwood",545,2021-02-04,"Thu",NA,"North Cottonwood to Johnson Canyon"
36,"Bridger","Bridger Ridge",513,2021-02-05,"Fri",NA,"Bridger"
37,"Corbly Gulch","Corbly Gulch",544,2021-02-06,"Sat",NA,"Corbly Gulch"
38,"Felix Canyon Rd","Felix Canyon Rd",2514,2021-02-07,"Sun",NA,"Felix Canyon Rd"
39,"Sypes to Middle Cottonwood","Bridger Foothills",534,2021-02-08,"Mon",NA,"Sypes to Middle Cottonwood"
40,"Bostwick to Truman","Bridger Foothills",534,2021-02-09,"Tue",NA,"Bostwick to Truman"
41,"Baldy to Bridger","Bridger Ridge",513,2021-02-10,"Wed",NA,"Baldy to Bridger"
42,"Fairy Creek","Fairy Creek",500,2021-02-11,"Thu",NA,"Fairy Creek"
43,"Fairy Lakeshore","Fairy Lakeshore",499,2021-02-12,"Fri",NA,"Fairy Lakeshore"
44,"Jones to Ross Pass","Bridger Foothills",534,2021-02-13,"Sat",NA,"Jones to Ross Pass"
45,"Sacagawea Peak to Sacagawea Pass","Bridger Ridge",513,2021-02-14,"Sun",NA,"Sacagawea Peak to Sacagawea Pass"
46,"Ross Pass","Ross Pass",551,2021-02-15,"Mon",NA,"Ross Pass"
47,"Fairy Lake Shortcut","Fairy Lake Shortcut",501.1,2021-02-16,"Tue",NA,"Fairy Lake Shortcut"
48,"Johnson Canyon Jeep Trail","Johnson Canyon Jeep Trail",2512,2021-02-17,"Wed",NA,"Johnson Canyon Jeep Trail"
49,"Sacagawea Pass","Sacagawea Pass",518,2021-02-18,"Thu",NA,"Sacagawea Pass"
50,"Lower Shafthouse","Shafthouse Hill",540,2021-02-19,"Fri",NA,"Lower Shafthouse"
51,"North Cottonwood to Ridge","North Cottonwood",545,2021-02-20,"Sat",NA,"North Cottonwood to Ridge"
52,"Ross Pass to Sacagawea Peak","Bridger Ridge",513,2021-02-21,"Sun",NA,"Ross Pass to Sacagawea Peak"
53,"Bridger to Ross Pass","Bridger Ridge",513,2021-02-22,"Mon",NA,"Bridger to Ross Pass"
54,"Carroll Creek","Carroll Creek",527,2021-02-23,"Tue",NA,"Carroll Creek"
55,"Flathead Pass Rd","Flathead Pass Rd",NA,2021-02-24,"Wed",NA,"Flathead Pass Rd"
56,"Upper Shafthouse","Shafthouse Hill",540,2021-02-25,"Thu",NA,"Upper Shafthouse"
57,"S Fork Brackett Creek","S Fork Brackett Creek",525,2021-02-26,"Fri",NA,"S Fork Brackett Creek"
58,"East Bridger South","East Bridger South",538,2021-02-27,"Sat",NA,"East Bridger South"
59,"Ross Pass to Sacagawea Pass","Bridger Foothills",534,2021-02-28,"Sun",NA,"Ross Pass to Sacagawea Pass"
60,"Raptor View","Raptor View",530,2021-03-01,"Mon",NA,"Raptor View"
61,"Upper Brackett Creek","Upper Brackett Creek",526,2021-03-02,"Tue",NA,"Upper Brackett Creek"
62,"Truman to Jones","Bridger Foothills",534,2021-03-03,"Wed",NA,"Truman to Jones"
67,"M to Baldy","Bridger Ridge",513,2021-03-08,"Mon",NA,"M to Baldy"
68,"M shortcut","M shortcut",512,2021-03-09,"Tue",NA,"M shortcut"
69,"Sypes Canyon","Sypes Canyon",531,2021-03-10,"Wed",NA,"Sypes Canyon"
70,"Middle Cottonwood","Middle Cottonwood",586,2021-03-11,"Thu",NA,"Middle Cottonwood"
71,"East Bridger North","East Bridger North",539,2021-03-12,"Fri",NA,"East Bridger North"
72,"Truman Gulch","Truman Gulch",535,2021-03-13,"Sat",NA,"Truman Gulch"
73,"Middle Cottonwood to Bostwick","Bridger Foothills",534,2021-03-14,"Sun",NA,"Middle Cottonwood to Bostwick"
74,"North Cottonwood Access","North Cottonwood Access",546,2021-03-15,"Mon",NA,"North Cottonwood Access"
75,"New World Gulch","New World Gulch",50,2021-03-16,"Tue",NA,"New World Gulch"
76,"North Cottonwood to Johnson Canyon","North Cottonwood",545,2021-03-17,"Wed",NA,"North Cottonwood to Johnson Canyon"
77,"Bridger","Bridger Ridge",513,2021-03-18,"Thu",NA,"Bridger"
78,"Corbly Gulch","Corbly Gulch",544,2021-03-19,"Fri",NA,"Corbly Gulch"
79,"Felix Canyon Rd","Felix Canyon Rd",2514,2021-03-20,"Sat",NA,"Felix Canyon Rd"
80,"Sypes to Middle Cottonwood","Bridger Foothills",534,2021-03-21,"Sun",NA,"Sypes to Middle Cottonwood"
81,"Bostwick to Truman","Bridger Foothills",534,2021-03-22,"Mon",NA,"Bostwick to Truman"
82,"Baldy to Bridger","Bridger Ridge",513,2021-03-23,"Tue",NA,"Baldy to Bridger"
83,"Fairy Creek","Fairy Creek",500,2021-03-24,"Wed",NA,"Fairy Creek"
84,"Fairy Lakeshore","Fairy Lakeshore",499,2021-03-25,"Thu",NA,"Fairy Lakeshore"
85,"Jones to Ross Pass","Bridger Foothills",534,2021-03-26,"Fri",NA,"Jones to Ross Pass"
86,"Sacagawea Peak to Sacagawea Pass","Bridger Ridge",513,2021-03-27,"Sat",NA,"Sacagawea Peak to Sacagawea Pass"
87,"Ross Pass","Ross Pass",551,2021-03-28,"Sun",NA,"Ross Pass"
88,"Fairy Lake Shortcut","Fairy Lake Shortcut",501.1,2021-03-29,"Mon",NA,"Fairy Lake Shortcut"
89,"Johnson Canyon Jeep Trail","Johnson Canyon Jeep Trail",2512,2021-03-30,"Tue",NA,"Johnson Canyon Jeep Trail"
90,"Sacagawea Pass","Sacagawea Pass",518,2021-03-31,"Wed",NA,"Sacagawea Pass"
91,"Lower Shafthouse","Shafthouse Hill",540,2021-04-01,"Thu",NA,"Lower Shafthouse"
92,"North Cottonwood to Ridge","North Cottonwood",545,2021-04-02,"Fri",NA,"North Cottonwood to Ridge"
93,"Ross Pass to Sacagawea Peak","Bridger Ridge",513,2021-04-03,"Sat",NA,"Ross Pass to Sacagawea Peak"
94,"Bridger to Ross Pass","Bridger Ridge",513,2021-04-04,"Sun",NA,"Bridger to Ross Pass"
95,"Carroll Creek","Carroll Creek",527,2021-04-05,"Mon",NA,"Carroll Creek"
96,"Flathead Pass Rd","Flathead Pass Rd",NA,2021-04-06,"Tue",NA,"Flathead Pass Rd"
97,"Upper Shafthouse","Shafthouse Hill",540,2021-04-07,"Wed",NA,"Upper Shafthouse"
98,"S Fork Brackett Creek","S Fork Brackett Creek",525,2021-04-08,"Thu",NA,"S Fork Brackett Creek"
99,"East Bridger South","East Bridger South",538,2021-04-09,"Fri",NA,"East Bridger South"
100,"Ross Pass to Sacagawea Pass","Bridger Foothills",534,2021-04-10,"Sat",NA,"Ross Pass to Sacagawea Pass"
101,"Raptor View","Raptor View",530,2021-04-11,"Sun",NA,"Raptor View"
102,"Upper Brackett Creek","Upper Brackett Creek",526,2021-04-12,"Mon",NA,"Upper Brackett Creek"
103,"Truman to Jones","Bridger Foothills",534,2021-04-13,"Tue",NA,"Truman to Jones"
109,"M shortcut","M shortcut",512,2021-04-19,"Mon",NA,"M shortcut"
110,"Sypes Canyon","Sypes Canyon",531,2021-04-20,"Tue",NA,"Sypes Canyon"
111,"Middle Cottonwood","Middle Cottonwood",586,2021-04-21,"Wed",NA,"Middle Cottonwood"
112,"East Bridger North","East Bridger North",539,2021-04-22,"Thu",NA,"East Bridger North"
113,"Truman Gulch","Truman Gulch",535,2021-04-23,"Fri",NA,"Truman Gulch"
114,"Middle Cottonwood to Bostwick","Bridger Foothills",534,2021-04-24,"Sat",NA,"Middle Cottonwood to Bostwick"
115,"North Cottonwood Access","North Cottonwood Access",546,2021-04-25,"Sun",NA,"North Cottonwood Access"
116,"New World Gulch","New World Gulch",50,2021-04-26,"Mon",NA,"New World Gulch"
117,"North Cottonwood to Johnson Canyon","North Cottonwood",545,2021-04-27,"Tue",NA,"North Cottonwood to Johnson Canyon"
118,"Bridger","Bridger Ridge",513,2021-04-28,"Wed",NA,"Bridger"
120,"Felix Canyon Rd","Felix Canyon Rd",2514,2021-04-30,"Fri",NA,"Felix Canyon Rd"
121,"Sypes to Middle Cottonwood","Bridger Foothills",534,2021-05-01,"Sat",NA,"Sypes to Middle Cottonwood"
122,"Bostwick to Truman","Bridger Foothills",534,2021-05-02,"Sun",NA,"Bostwick to Truman"
123,"Baldy to Bridger","Bridger Ridge",513,2021-05-03,"Mon",NA,"Baldy to Bridger"
124,"Fairy Creek","Fairy Creek",500,2021-05-04,"Tue",NA,"Fairy Creek"
125,"Fairy Lakeshore","Fairy Lakeshore",499,2021-05-05,"Wed",NA,"Fairy Lakeshore"
126,"Jones to Ross Pass","Bridger Foothills",534,2021-05-06,"Thu",NA,"Jones to Ross Pass"
127,"Sacagawea Peak to Sacagawea Pass","Bridger Ridge",513,2021-05-07,"Fri",NA,"Sacagawea Peak to Sacagawea Pass"
128,"Ross Pass","Ross Pass",551,2021-05-08,"Sat",NA,"Ross Pass"
129,"Fairy Lake Shortcut","Fairy Lake Shortcut",501.1,2021-05-09,"Sun",NA,"Fairy Lake Shortcut"
130,"Johnson Canyon Jeep Trail","Johnson Canyon Jeep Trail",2512,2021-05-10,"Mon",NA,"Johnson Canyon Jeep Trail"
131,"Sacagawea Pass","Sacagawea Pass",518,2021-05-11,"Tue",NA,"Sacagawea Pass"
132,"Lower Shafthouse","Shafthouse Hill",540,2021-05-12,"Wed",NA,"Lower Shafthouse"
133,"North Cottonwood to Ridge","North Cottonwood",545,2021-05-13,"Thu",NA,"North Cottonwood to Ridge"
134,"Ross Pass to Sacagawea Peak","Bridger Ridge",513,2021-05-14,"Fri",NA,"Ross Pass to Sacagawea Peak"
135,"Bridger to Ross Pass","Bridger Ridge",513,2021-05-15,"Sat",NA,"Bridger to Ross Pass"
136,"Carroll Creek","Carroll Creek",527,2021-05-16,"Sun",NA,"Carroll Creek"
137,"Flathead Pass Rd","Flathead Pass Rd",NA,2021-05-17,"Mon",NA,"Flathead Pass Rd"
138,"Upper Shafthouse","Shafthouse Hill",540,2021-05-18,"Tue",NA,"Upper Shafthouse"
139,"S Fork Brackett Creek","S Fork Brackett Creek",525,2021-05-19,"Wed",NA,"S Fork Brackett Creek"
140,"East Bridger South","East Bridger South",538,2021-05-20,"Thu",NA,"East Bridger South"
141,"Ross Pass to Sacagawea Pass","Bridger Foothills",534,2021-05-21,"Fri",NA,"Ross Pass to Sacagawea Pass"
142,"Raptor View","Raptor View",530,2021-05-22,"Sat",NA,"Raptor View"
143,"Upper Brackett Creek","Upper Brackett Creek",526,2021-05-23,"Sun",NA,"Upper Brackett Creek"
144,"Truman to Jones","Bridger Foothills",534,2021-05-24,"Mon",NA,"Truman to Jones"
153,"East Bridger North","East Bridger North",539,2021-06-02,"Wed",NA,"East Bridger North"
155,"Middle Cottonwood to Bostwick","Bridger Foothills",534,2021-06-04,"Fri",NA,"Middle Cottonwood to Bostwick"
156,"North Cottonwood Access","North Cottonwood Access",546,2021-06-05,"Sat",NA,"North Cottonwood Access"
158,"North Cottonwood to Johnson Canyon","North Cottonwood",545,2021-06-07,"Mon",NA,"North Cottonwood to Johnson Canyon"
159,"Bridger","Bridger Ridge",513,2021-06-08,"Tue",NA,"Bridger"
161,"Felix Canyon Rd","Felix Canyon Rd",2514,2021-06-10,"Thu",NA,"Felix Canyon Rd"
162,"Sypes to Middle Cottonwood","Bridger Foothills",534,2021-06-11,"Fri",NA,"Sypes to Middle Cottonwood"
165,"Fairy Creek","Fairy Creek",500,2021-06-14,"Mon",NA,"Fairy Creek"
166,"Fairy Lakeshore","Fairy Lakeshore",499,2021-06-15,"Tue",NA,"Fairy Lakeshore"
167,"Jones to Ross Pass","Bridger Foothills",534,2021-06-16,"Wed",NA,"Jones to Ross Pass"
168,"Sacagawea Peak to Sacagawea Pass","Bridger Ridge",513,2021-06-17,"Thu",NA,"Sacagawea Peak to Sacagawea Pass"
169,"Ross Pass","Ross Pass",551,2021-06-18,"Fri",NA,"Ross Pass"
171,"Johnson Canyon Jeep Trail","Johnson Canyon Jeep Trail",2512,2021-06-20,"Sun",NA,"Johnson Canyon Jeep Trail"
173,"Lower Shafthouse","Shafthouse Hill",540,2021-06-22,"Tue",NA,"Lower Shafthouse"
174,"North Cottonwood to Ridge","North Cottonwood",545,2021-06-23,"Wed",NA,"North Cottonwood to Ridge"
175,"Ross Pass to Sacagawea Peak","Bridger Ridge",513,2021-06-24,"Thu",NA,"Ross Pass to Sacagawea Peak"
176,"Bridger to Ross Pass","Bridger Ridge",513,2021-06-25,"Fri",NA,"Bridger to Ross Pass"
178,"Flathead Pass Rd","Flathead Pass Rd",NA,2021-06-27,"Sun",NA,"Flathead Pass Rd"
179,"Upper Shafthouse","Shafthouse Hill",540,2021-06-28,"Mon",NA,"Upper Shafthouse"
180,"S Fork Brackett Creek","S Fork Brackett Creek",525,2021-06-29,"Tue",NA,"S Fork Brackett Creek"
181,"East Bridger South","East Bridger South",538,2021-06-30,"Wed",NA,"East Bridger South"
182,"Ross Pass to Sacagawea Pass","Bridger Foothills",534,2021-07-01,"Thu",NA,"Ross Pass to Sacagawea Pass"
183,"Raptor View","Raptor View",530,2021-07-02,"Fri",NA,"Raptor View"
184,"Upper Brackett Creek","Upper Brackett Creek",526,2021-07-03,"Sat",NA,"Upper Brackett Creek"
185,"Truman to Jones","Bridger Foothills",534,2021-07-04,"Sun",NA,"Truman to Jones"
196,"Middle Cottonwood to Bostwick","Bridger Foothills",534,2021-07-15,"Thu",NA,"Middle Cottonwood to Bostwick"
197,"North Cottonwood Access","North Cottonwood Access",546,2021-07-16,"Fri",NA,"North Cottonwood Access"
198,"New World Gulch","New World Gulch",50,2021-07-17,"Sat",NA,"New World Gulch"
199,"North Cottonwood to Johnson Canyon","North Cottonwood",545,2021-07-18,"Sun",NA,"North Cottonwood to Johnson Canyon"
200,"Bridger","Bridger Ridge",513,2021-07-19,"Mon",NA,"Bridger"
202,"Felix Canyon Rd","Felix Canyon Rd",2514,2021-07-21,"Wed",NA,"Felix Canyon Rd"
203,"Sypes to Middle Cottonwood","Bridger Foothills",534,2021-07-22,"Thu",NA,"Sypes to Middle Cottonwood"
204,"Bostwick to Truman","Bridger Foothills",534,2021-07-23,"Fri",NA,"Bostwick to Truman"
207,"Fairy Lakeshore","Fairy Lakeshore",499,2021-07-26,"Mon",NA,"Fairy Lakeshore"
208,"Jones to Ross Pass","Bridger Foothills",534,2021-07-27,"Tue",NA,"Jones to Ross Pass"
209,"Sacagawea Peak to Sacagawea Pass","Bridger Ridge",513,2021-07-28,"Wed",NA,"Sacagawea Peak to Sacagawea Pass"
210,"Ross Pass","Ross Pass",551,2021-07-29,"Thu",NA,"Ross Pass"
211,"Fairy Lake Shortcut","Fairy Lake Shortcut",501.1,2021-07-30,"Fri",NA,"Fairy Lake Shortcut"
212,"Johnson Canyon Jeep Trail","Johnson Canyon Jeep Trail",2512,2021-07-31,"Sat",NA,"Johnson Canyon Jeep Trail"
214,"Lower Shafthouse","Shafthouse Hill",540,2021-08-02,"Mon",NA,"Lower Shafthouse"
215,"North Cottonwood to Ridge","North Cottonwood",545,2021-08-03,"Tue",NA,"North Cottonwood to Ridge"
216,"Ross Pass to Sacagawea Peak","Bridger Ridge",513,2021-08-04,"Wed",NA,"Ross Pass to Sacagawea Peak"
217,"Bridger to Ross Pass","Bridger Ridge",513,2021-08-05,"Thu",NA,"Bridger to Ross Pass"
218,"Carroll Creek","Carroll Creek",527,2021-08-06,"Fri",NA,"Carroll Creek"
219,"Flathead Pass Rd","Flathead Pass Rd",NA,2021-08-07,"Sat",NA,"Flathead Pass Rd"
220,"Upper Shafthouse","Shafthouse Hill",540,2021-08-08,"Sun",NA,"Upper Shafthouse"
221,"S Fork Brackett Creek","S Fork Brackett Creek",525,2021-08-09,"Mon",NA,"S Fork Brackett Creek"
222,"East Bridger South","East Bridger South",538,2021-08-10,"Tue",NA,"East Bridger South"
223,"Ross Pass to Sacagawea Pass","Bridger Foothills",534,2021-08-11,"Wed",NA,"Ross Pass to Sacagawea Pass"
224,"Raptor View","Raptor View",530,2021-08-12,"Thu",NA,"Raptor View"
225,"Upper Brackett Creek","Upper Brackett Creek",526,2021-08-13,"Fri",NA,"Upper Brackett Creek"
226,"Truman to Jones","Bridger Foothills",534,2021-08-14,"Sat",NA,"Truman to Jones"
229,"College M to Sypes","Bridger Foothills",534,2021-08-17,"Tue",NA,"College M to Sypes"
235,"East Bridger North","East Bridger North",539,2021-08-23,"Mon",NA,"East Bridger North"
237,"Middle Cottonwood to Bostwick","Bridger Foothills",534,2021-08-25,"Wed",NA,"Middle Cottonwood to Bostwick"
238,"North Cottonwood Access","North Cottonwood Access",546,2021-08-26,"Thu",NA,"North Cottonwood Access"
239,"New World Gulch","New World Gulch",50,2021-08-27,"Fri",NA,"New World Gulch"
240,"North Cottonwood to Johnson Canyon","North Cottonwood",545,2021-08-28,"Sat",NA,"North Cottonwood to Johnson Canyon"
243,"Felix Canyon Rd","Felix Canyon Rd",2514,2021-08-31,"Tue",NA,"Felix Canyon Rd"
244,"Sypes to Middle Cottonwood","Bridger Foothills",534,2021-09-01,"Wed",NA,"Sypes to Middle Cottonwood"
245,"Bostwick to Truman","Bridger Foothills",534,2021-09-02,"Thu",NA,"Bostwick to Truman"
246,"Baldy to Bridger","Bridger Ridge",513,2021-09-03,"Fri",NA,"Baldy to Bridger"
247,"Fairy Creek","Fairy Creek",500,2021-09-04,"Sat",NA,"Fairy Creek"
249,"Jones to Ross Pass","Bridger Foothills",534,2021-09-06,"Mon",NA,"Jones to Ross Pass"
250,"Sacagawea Peak to Sacagawea Pass","Bridger Ridge",513,2021-09-07,"Tue",NA,"Sacagawea Peak to Sacagawea Pass"
251,"Ross Pass","Ross Pass",551,2021-09-08,"Wed",NA,"Ross Pass"
252,"Fairy Lake Shortcut","Fairy Lake Shortcut",501.1,2021-09-09,"Thu",NA,"Fairy Lake Shortcut"
253,"Johnson Canyon Jeep Trail","Johnson Canyon Jeep Trail",2512,2021-09-10,"Fri",NA,"Johnson Canyon Jeep Trail"
255,"Lower Shafthouse","Shafthouse Hill",540,2021-09-12,"Sun",NA,"Lower Shafthouse"
256,"North Cottonwood to Ridge","North Cottonwood",545,2021-09-13,"Mon",NA,"North Cottonwood to Ridge"
257,"Ross Pass to Sacagawea Peak","Bridger Ridge",513,2021-09-14,"Tue",NA,"Ross Pass to Sacagawea Peak"
258,"Bridger to Ross Pass","Bridger Ridge",513,2021-09-15,"Wed",NA,"Bridger to Ross Pass"
259,"Carroll Creek","Carroll Creek",527,2021-09-16,"Thu",NA,"Carroll Creek"
260,"Flathead Pass Rd","Flathead Pass Rd",NA,2021-09-17,"Fri",NA,"Flathead Pass Rd"
261,"Upper Shafthouse","Shafthouse Hill",540,2021-09-18,"Sat",NA,"Upper Shafthouse"
263,"East Bridger South","East Bridger South",538,2021-09-20,"Mon",NA,"East Bridger South"
264,"Ross Pass to Sacagawea Pass","Bridger Foothills",534,2021-09-21,"Tue",NA,"Ross Pass to Sacagawea Pass"
265,"Raptor View","Raptor View",530,2021-09-22,"Wed",NA,"Raptor View"
266,"Upper Brackett Creek","Upper Brackett Creek",526,2021-09-23,"Thu",NA,"Upper Brackett Creek"
267,"Truman to Jones","Bridger Foothills",534,2021-09-24,"Fri",NA,"Truman to Jones"
274,"Sypes Canyon","Sypes Canyon",531,2021-10-01,"Fri",NA,"Sypes Canyon"
275,"Middle Cottonwood","Middle Cottonwood",586,2021-10-02,"Sat",NA,"Middle Cottonwood"
277,"Truman Gulch","Truman Gulch",535,2021-10-04,"Mon",NA,"Truman Gulch"
278,"Middle Cottonwood to Bostwick","Bridger Foothills",534,2021-10-05,"Tue",NA,"Middle Cottonwood to Bostwick"
279,"North Cottonwood Access","North Cottonwood Access",546,2021-10-06,"Wed",NA,"North Cottonwood Access"
280,"New World Gulch","New World Gulch",50,2021-10-07,"Thu",NA,"New World Gulch"
281,"North Cottonwood to Johnson Canyon","North Cottonwood",545,2021-10-08,"Fri",NA,"North Cottonwood to Johnson Canyon"
282,"Bridger","Bridger Ridge",513,2021-10-09,"Sat",NA,"Bridger"
284,"Felix Canyon Rd","Felix Canyon Rd",2514,2021-10-11,"Mon",NA,"Felix Canyon Rd"
285,"Sypes to Middle Cottonwood","Bridger Foothills",534,2021-10-12,"Tue",NA,"Sypes to Middle Cottonwood"
286,"Bostwick to Truman","Bridger Foothills",534,2021-10-13,"Wed",NA,"Bostwick to Truman"
287,"Baldy to Bridger","Bridger Ridge",513,2021-10-14,"Thu",NA,"Baldy to Bridger"
288,"Fairy Creek","Fairy Creek",500,2021-10-15,"Fri",NA,"Fairy Creek"
289,"Fairy Lakeshore","Fairy Lakeshore",499,2021-10-16,"Sat",NA,"Fairy Lakeshore"
290,"Jones to Ross Pass","Bridger Foothills",534,2021-10-17,"Sun",NA,"Jones to Ross Pass"
291,"Sacagawea Peak to Sacagawea Pass","Bridger Ridge",513,2021-10-18,"Mon",NA,"Sacagawea Peak to Sacagawea Pass"
292,"Ross Pass","Ross Pass",551,2021-10-19,"Tue",NA,"Ross Pass"
293,"Fairy Lake Shortcut","Fairy Lake Shortcut",501.1,2021-10-20,"Wed",NA,"Fairy Lake Shortcut"
294,"Johnson Canyon Jeep Trail","Johnson Canyon Jeep Trail",2512,2021-10-21,"Thu",NA,"Johnson Canyon Jeep Trail"
295,"Sacagawea Pass","Sacagawea Pass",518,2021-10-22,"Fri",NA,"Sacagawea Pass"
296,"Lower Shafthouse","Shafthouse Hill",540,2021-10-23,"Sat",NA,"Lower Shafthouse"
297,"North Cottonwood to Ridge","North Cottonwood",545,2021-10-24,"Sun",NA,"North Cottonwood to Ridge"
298,"Ross Pass to Sacagawea Peak","Bridger Ridge",513,2021-10-25,"Mon",NA,"Ross Pass to Sacagawea Peak"
299,"Bridger to Ross Pass","Bridger Ridge",513,2021-10-26,"Tue",NA,"Bridger to Ross Pass"
300,"Carroll Creek","Carroll Creek",527,2021-10-27,"Wed",NA,"Carroll Creek"
301,"Flathead Pass Rd","Flathead Pass Rd",NA,2021-10-28,"Thu",NA,"Flathead Pass Rd"
302,"Upper Shafthouse","Shafthouse Hill",540,2021-10-29,"Fri",NA,"Upper Shafthouse"
303,"S Fork Brackett Creek","S Fork Brackett Creek",525,2021-10-30,"Sat",NA,"S Fork Brackett Creek"
304,"East Bridger South","East Bridger South",538,2021-10-31,"Sun",NA,"East Bridger South"
305,"Ross Pass to Sacagawea Pass","Bridger Foothills",534,2021-11-01,"Mon",NA,"Ross Pass to Sacagawea Pass"
306,"Raptor View","Raptor View",530,2021-11-02,"Tue",NA,"Raptor View"
307,"Upper Brackett Creek","Upper Brackett Creek",526,2021-11-03,"Wed",NA,"Upper Brackett Creek"
308,"Truman to Jones","Bridger Foothills",534,2021-11-04,"Thu",NA,"Truman to Jones"
309,"College M","College M",511,2021-11-05,"Fri",NA,"College M"
310,"College M","Bridger Foothills",534,2021-11-06,"Sat",NA,"College M"
312,"Steep Way","Bridger Ridge",513,2021-11-08,"Mon",NA,"Steep Way"
313,"M to Baldy","Bridger Ridge",513,2021-11-09,"Tue",NA,"M to Baldy"
314,"M shortcut","M shortcut",512,2021-11-10,"Wed",NA,"M shortcut"
315,"Sypes Canyon","Sypes Canyon",531,2021-11-11,"Thu",NA,"Sypes Canyon"
316,"Middle Cottonwood","Middle Cottonwood",586,2021-11-12,"Fri",NA,"Middle Cottonwood"
317,"East Bridger North","East Bridger North",539,2021-11-13,"Sat",NA,"East Bridger North"
318,"Truman Gulch","Truman Gulch",535,2021-11-14,"Sun",NA,"Truman Gulch"
319,"Middle Cottonwood to Bostwick","Bridger Foothills",534,2021-11-15,"Mon",NA,"Middle Cottonwood to Bostwick"
320,"North Cottonwood Access","North Cottonwood Access",546,2021-11-16,"Tue",NA,"North Cottonwood Access"
321,"New World Gulch","New World Gulch",50,2021-11-17,"Wed",NA,"New World Gulch"
322,"North Cottonwood to Johnson Canyon","North Cottonwood",545,2021-11-18,"Thu",NA,"North Cottonwood to Johnson Canyon"
323,"Bridger","Bridger Ridge",513,2021-11-19,"Fri",NA,"Bridger"
325,"Felix Canyon Rd","Felix Canyon Rd",2514,2021-11-21,"Sun",NA,"Felix Canyon Rd"
326,"Sypes to Middle Cottonwood","Bridger Foothills",534,2021-11-22,"Mon",NA,"Sypes to Middle Cottonwood"
327,"Bostwick to Truman","Bridger Foothills",534,2021-11-23,"Tue",NA,"Bostwick to Truman"
328,"Baldy to Bridger","Bridger Ridge",513,2021-11-24,"Wed",NA,"Baldy to Bridger"
329,"Fairy Creek","Fairy Creek",500,2021-11-25,"Thu",NA,"Fairy Creek"
330,"Fairy Lakeshore","Fairy Lakeshore",499,2021-11-26,"Fri",NA,"Fairy Lakeshore"
331,"Jones to Ross Pass","Bridger Foothills",534,2021-11-27,"Sat",NA,"Jones to Ross Pass"
332,"Sacagawea Peak to Sacagawea Pass","Bridger Ridge",513,2021-11-28,"Sun",NA,"Sacagawea Peak to Sacagawea Pass"
333,"Ross Pass","Ross Pass",551,2021-11-29,"Mon",NA,"Ross Pass"
334,"Fairy Lake Shortcut","Fairy Lake Shortcut",501.1,2021-11-30,"Tue",NA,"Fairy Lake Shortcut"
